rouge1_f,rouge2_f,rougeL_f,meteor,bleu1,bleu2,bleu3,bleu4,bertscore_precision,bertscore_recall,bertscore_f1,interaction_number
0.19531250000000003,0.06299212598425197,0.1328125,0.17373510935015507,0.1232876712328767,0.023781080217214683,0.0063875523717981265,0.0033142664282205777,0.4276871085166931,0.4147488474845886,0.4211186170578003,1
0.21008403361344538,0.008438818565400845,0.10084033613445378,0.12071535022354692,0.18272162438356812,0.022881542815795474,0.005319970436038376,0.0025675369897343926,0.38393688201904297,0.4226282835006714,0.40235456824302673,2
0.2049469964664311,0.01773049645390071,0.08833922261484099,0.10063319764812302,0.11630237094002258,0.004570418607702907,0.0015558340378521076,0.0009086196175812019,0.3730793595314026,0.4253056049346924,0.39748430252075195,3
0.19020172910662822,0.011560693641618497,0.07780979827089338,0.08974358974358973,0.07311342547538632,0.0027883821252033918,0.0009397067615232149,0.0005460156043228437,0.35898101329803467,0.4236413538455963,0.3886401057243347,4
0.22084367245657568,0.004975124378109452,0.09181141439205953,0.0968258590564939,0.07716645498018733,0.002469138315459424,0.0007847643901414308,0.0004427959566029711,0.3560847043991089,0.4182666838169098,0.38467904925346375,5
0.17316017316017315,0.010845986984815618,0.08008658008658008,0.07499437428851297,0.03555921746721589,0.0065771045636163275,0.0012074407071988988,0.0005178043311104717,0.3597561717033386,0.4437015652656555,0.39734357595443726,6
0.1632286995515695,0.00898472596585804,0.08251121076233182,0.06351823118696664,0.023057775091315947,0.004619158576630673,0.00079117021247796,0.0003277053770890958,0.36913007497787476,0.4595358371734619,0.40940141677856445,7
0.14238952536824878,0.004918032786885246,0.07201309328968904,0.05514082117407533,0.009016071851990841,0.0018732305371246256,0.0003248039605456489,0.00013537294987879032,0.3580390512943268,0.46108895540237427,0.4030819237232208,8
0.13569321533923304,0.004431314623338257,0.06342182890855458,0.05269507668242001,0.006697037280407299,0.0016432680800189765,0.0002630883931358433,0.0001053600506512321,0.35763198137283325,0.4625718593597412,0.40338870882987976,9
0.1242320819112628,0.0027341079972658918,0.0614334470989761,0.04819694868238557,0.004175572349224201,0.0010245701897709423,0.00016403441906971772,6.569151339491872e-05,0.3504173755645752,0.4614273011684418,0.3983326852321625,10
0.11932555123216602,0.005194805194805195,0.057068741893644616,0.04542818480572201,0.0029269454545978913,0.0006398121415856916,0.00010473901299074376,4.2414349976640175e-05,0.3581339120864868,0.46669304370880127,0.4052695035934448,11
0.10240592227020358,0.009882643607164917,0.054287476866132015,0.03817218397661516,0.0010080245304276644,0.00025117634717786977,8.709198430348975e-05,2.886622237214358e-05,0.35249513387680054,0.4753834307193756,0.40481865406036377,12
0.09391304347826088,0.009286128845037725,0.05217391304347827,0.03288579032763685,0.00035056684265107903,9.224730614177632e-05,3.257450173004752e-05,1.0896242054537615e-05,0.34458106756210327,0.4740458130836487,0.39907610416412354,13
0.1061571125265393,0.007438894792773646,0.05732484076433121,0.037465011478366665,0.0005185663910951745,0.0001440783221513982,4.706295378669423e-05,1.5139277429904675e-05,0.35623860359191895,0.4802713990211487,0.4090595841407776,14
0.08356039963669393,0.007272727272727273,0.04632152588555858,0.0311683842522206,8.672038672820473e-05,3.0715982151019686e-05,4.295282504057084e-06,1.6076902396654282e-06,0.35239261388778687,0.4856838583946228,0.40843862295150757,15
0.08647260273972604,0.00856898029134533,0.0488013698630137,0.03131846485706915,6.215228902163312e-05,2.288796709353588e-05,3.0912866184348408e-06,1.1370799396450489e-06,0.3600772023200989,0.49054646492004395,0.41530609130859375,16
0.0879668049792531,0.0066445182724252485,0.05145228215767635,0.0304503102255923,5.784055379134112e-05,1.9565987444034075e-05,2.6942974955000773e-06,1.000679686031585e-06,0.3592383861541748,0.4907647967338562,0.4148256182670593,17
