rouge1_f,rouge2_f,rougeL_f,meteor,bleu1,bleu2,bleu3,bleu4,bertscore_precision,bertscore_recall,bertscore_f1,interaction_number
0.27341772151898736,0.05089058524173028,0.11645569620253166,0.18415852047556147,0.25203252032520324,0.0962202550471261,0.048464248029223715,0.026161614419456355,0.4789169430732727,0.47085607051849365,0.4748523235321045,1
0.25043478260869567,0.038394415357766144,0.10434782608695652,0.1346304276275249,0.17396293370527627,0.06307167954878447,0.03214144876960947,0.019312437454381975,0.43569833040237427,0.4732254147529602,0.4536871612071991,2
0.21601016518424396,0.022929936305732482,0.10927573062261754,0.09508486165610248,0.07254759020789009,0.020049008957682045,0.00683537150597966,0.0022465041092927657,0.38649100065231323,0.45403164625167847,0.41754767298698425,3
0.18402426693629928,0.016210739614994932,0.08695652173913043,0.07264063226406323,0.03432391320636164,0.008551971735594195,0.002965018013902,0.000982653822091995,0.3854851722717285,0.4724498391151428,0.42455992102622986,4
0.1682403433476395,0.017196904557179708,0.07896995708154506,0.06374941403719211,0.014246743517202986,0.003997295507762765,0.0016505764216207025,0.0008927270862718621,0.38966697454452515,0.492767870426178,0.4351944327354431,5
0.13286219081272085,0.01132342533616419,0.06219081272084805,0.04647731464404279,0.003621809177340756,0.0008196490147399636,0.00029247882205309464,9.834359335081064e-05,0.37715277075767517,0.48828423023223877,0.42558324337005615,6
0.12781065088757396,0.011848341232227489,0.06745562130177514,0.041550296443601656,0.0005868586722527087,0.0001823655746557402,9.114215220210535e-05,6.002605331357926e-05,0.3567807078361511,0.49008792638778687,0.4129422605037689,7
0.12874583795782465,0.01666666666666667,0.05993340732519423,0.04077182116145192,0.00035462115493245256,0.00011957059782611757,5.250189656718601e-05,3.146968944098687e-05,0.3600319027900696,0.5066007375717163,0.4209221303462982,8
0.11060834590246353,0.017111222949169603,0.05932629462041226,0.03519142997118771,0.00011439107690148091,4.353625584555035e-05,2.0336815194751366e-05,1.1700660470844687e-05,0.354697585105896,0.508715808391571,0.41796955466270447,9
0.1088372093023256,0.01955307262569832,0.05023255813953489,0.03496036856236551,6.131670684237824e-05,2.1028446035346372e-05,1.0719476189793589e-05,7.245898626383109e-06,0.3504102826118469,0.4956962466239929,0.4105796813964844,10
