dataset,profile_type,metric_a,metric_b,correlation,pvalue,confidence_interval
All_Beauty,iterative,meteor,hit_rate_at_1,0.31538678586239643,0.3747172062025703,"(-0.3921013621445952, 0.7884466500048722)"
All_Beauty,iterative,meteor,hit_rate_at_5,0.5726803985216715,0.08357982699781885,"(-0.08905793464684966, 0.8836756639508723)"
All_Beauty,iterative,meteor,hit_rate_at_10,0.012201666819227344,0.9733128272737888,"(-0.6222047152824937, 0.636934722357136)"
All_Beauty,iterative,meteor,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,iterative,meteor,ndcg_at_5,0.31631804532376506,0.37323096382104026,"(-0.3912255885765881, 0.7888377208470583)"
All_Beauty,iterative,meteor,ndcg_at_10,0.13093795762454588,0.718433623335782,"(-0.5434951609529479, 0.7026374353296432)"
All_Beauty,iterative,meteor,true_positive,-0.6359430805947582,0.0481058142028448,"(-0.9037157359955312, -0.010535104352392912)"
All_Beauty,iterative,meteor,true_negative,-0.16389615894260728,0.6509535497850276,"(-0.719295916833005, 0.5193205605726916)"
All_Beauty,iterative,meteor,accuracy,-0.6069554221816743,0.06277712604132321,"(-0.8946765274619844, 0.03669347775701132)"
All_Beauty,iterative,bleu1,hit_rate_at_1,0.30068873442324373,0.3985569074536922,"(-0.40575589501673115, 0.7822233156489631)"
All_Beauty,iterative,bleu1,hit_rate_at_5,0.6590594728452356,0.038197344943002254,"(0.050309776601391035, 0.9107569830276504)"
All_Beauty,iterative,bleu1,hit_rate_at_10,-0.0539846883879042,0.8822520523451101,"(-0.6611387634480674, 0.5958962319641123)"
All_Beauty,iterative,bleu1,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,iterative,bleu1,ndcg_at_5,0.3181503183801795,0.37031526728538267,"(-0.38949873599668106, 0.7896060457653379)"
All_Beauty,iterative,bleu1,ndcg_at_10,0.15184362683052574,0.675395097581442,"(-0.5282896706971747, 0.7132772413036458)"
All_Beauty,iterative,bleu1,true_positive,-0.5445701563026417,0.10360432848743562,"(-0.8743895380441384, 0.12943691650978056)"
All_Beauty,iterative,bleu1,true_negative,-0.33890419534745014,0.3380884943095352,"(-0.7982067491996518, 0.3695853294336054)"
All_Beauty,iterative,bleu1,accuracy,-0.7422922103440893,0.013946563270634628,"(-0.9349527370422819, -0.2115262218420949)"
All_Beauty,iterative,rouge1_f,hit_rate_at_1,0.2645300491236306,0.4601611041856639,"(-0.4380568419416254, 0.7664930424431109)"
All_Beauty,iterative,rouge1_f,hit_rate_at_5,0.5200905433634897,0.12331403623994577,"(-0.16286941189801668, 0.8661010640948592)"
All_Beauty,iterative,rouge1_f,hit_rate_at_10,0.042863035129423875,0.9064091857525259,"(-0.6030378668189039, 0.6548173257525572)"
All_Beauty,iterative,rouge1_f,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,iterative,rouge1_f,ndcg_at_5,0.2987203346685374,0.40180358329417026,"(-0.40756090977378484, 0.7813825098419432)"
All_Beauty,iterative,rouge1_f,ndcg_at_10,0.11579255869788929,0.7500727183265293,"(-0.5542412787177504, 0.694766206038146)"
All_Beauty,iterative,rouge1_f,true_positive,-0.6303811344047625,0.0507221573170044,"(-0.9019996695330597, -0.0012515995698224244)"
All_Beauty,iterative,rouge1_f,true_negative,-0.1112867827307471,0.7595527663077286,"(-0.6923974286354483, 0.5573957263490186)"
All_Beauty,iterative,rouge1_f,accuracy,-0.5296956515387183,0.11532398171208601,"(-0.8693760672629375, 0.14993577674233544)"
All_Beauty,iterative,bleu4,hit_rate_at_1,0.35606670924998,0.31256997782972795,"(-0.35261111113314036, 0.8051804402353413)"
All_Beauty,iterative,bleu4,hit_rate_at_5,0.7098600502029244,0.021459816962490445,"(0.14507413498555424, 0.9257331198055919)"
All_Beauty,iterative,bleu4,hit_rate_at_10,0.11081555885398128,0.7605459001867036,"(-0.5577245140334093, 0.6921489710557442)"
All_Beauty,iterative,bleu4,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,iterative,bleu4,ndcg_at_5,0.35252890055631414,0.31774510536393064,"(-0.35614868446076914, 0.803753004588984)"
All_Beauty,iterative,bleu4,ndcg_at_10,0.28174075343691984,0.43032737830890344,"(-0.42290530634427176, 0.7740561574651004)"
All_Beauty,iterative,bleu4,true_positive,-0.3777656005534236,0.28181094913450955,"(-0.8138231279632205, 0.33046130334015755)"
All_Beauty,iterative,bleu4,true_negative,-0.3208145924332552,0.3660958223090013,"(-0.7907206212480493, 0.3869788434964634)"
All_Beauty,iterative,bleu4,accuracy,-0.558399007231625,0.09341064828737768,"(-0.878988245917115, 0.10984792243136725)"
All_Beauty,iterative,bleu3,hit_rate_at_1,0.33701213462807006,0.3409650104990564,"(-0.37142813431218924, 0.7974303340106581)"
All_Beauty,iterative,bleu3,hit_rate_at_5,0.706822036629414,0.022281858078237037,"(0.13909987391188958, 0.924856144437904)"
All_Beauty,iterative,bleu3,hit_rate_at_10,0.08191065344063721,0.8220177930865411,"(-0.5774990649491669, 0.6766405042946128)"
All_Beauty,iterative,bleu3,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,iterative,bleu3,ndcg_at_5,0.34088625461018046,0.33508853331394833,"(-0.36764887319160827, 0.7990184622951316)"
All_Beauty,iterative,bleu3,ndcg_at_10,0.24976618314060486,0.4864635434216343,"(-0.4507437973798764, 0.7598923072529514)"
All_Beauty,iterative,bleu3,true_positive,-0.44354498799717784,0.199149647550313,"(-0.8388950809835201, 0.2581836334403549)"
All_Beauty,iterative,bleu3,true_negative,-0.31030071001919757,0.38288556411886526,"(-0.7863040462233373, 0.39686188017609814)"
All_Beauty,iterative,bleu3,accuracy,-0.6098569915562209,0.06119121946334612,"(-0.8955920602486107, 0.03209209613312878)"
All_Beauty,iterative,bertscore_precision,hit_rate_at_1,-0.3339728171340356,0.3456117424392642,"(-0.7961799374698467, 0.37437669102798016)"
All_Beauty,iterative,bertscore_precision,hit_rate_at_5,-0.04104224619582238,0.9103711648710652,"(-0.6537741863267119, 0.6041972839515402)"
All_Beauty,iterative,bertscore_precision,hit_rate_at_10,0.10894151256546747,0.7644986760309269,"(-0.5590300219057297, 0.69115949566935)"
All_Beauty,iterative,bertscore_precision,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,iterative,bertscore_precision,ndcg_at_5,-0.34623779208752536,0.32705735537305114,"(-0.8012017700341981, 0.3623895914780675)"
All_Beauty,iterative,bertscore_precision,ndcg_at_10,-0.37902490494502655,0.28007817088953174,"(-0.8143188565174525, 0.32915142385212004)"
All_Beauty,iterative,bertscore_precision,true_positive,0.17859927301243056,0.6215393785839675,"(-0.5081712958914257, 0.7265270282068382)"
All_Beauty,iterative,bertscore_precision,true_negative,-0.2395026856726881,0.5051200943968466,"(-0.7552407962749716, 0.45939981601774094)"
All_Beauty,iterative,bertscore_precision,accuracy,-0.0635522175857857,0.8615396522955332,"(-0.6665087388927039, 0.589669192947929)"
All_Beauty,iterative,rouge2_f,hit_rate_at_1,0.11539342156386424,0.7509112974343564,"(-0.5545214896584779, 0.6945568773963532)"
All_Beauty,iterative,rouge2_f,hit_rate_at_5,0.4007304799848711,0.25112589195890045,"(-0.30613751425375274, 0.8227646592987512)"
All_Beauty,iterative,rouge2_f,hit_rate_at_10,0.26531481198257817,0.4587811087633257,"(-0.437374549843823, 0.7668409566782245)"
All_Beauty,iterative,rouge2_f,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,iterative,rouge2_f,ndcg_at_5,0.20914365376684124,0.561990144228957,"(-0.48424979520588374, 0.7411708399292279)"
All_Beauty,iterative,rouge2_f,ndcg_at_10,0.09488450511882486,0.794298748160541,"(-0.5687180221888684, 0.683667303897731)"
All_Beauty,iterative,rouge2_f,true_positive,-0.3098690079858174,0.38358286056823754,"(-0.7861216550640722, 0.39726420506341975)"
All_Beauty,iterative,rouge2_f,true_negative,-0.15081585844280834,0.6774923916529869,"(-0.7127601440839538, 0.5290475433431162)"
All_Beauty,iterative,rouge2_f,accuracy,-0.2108658562378582,0.5586996081440105,"(-0.7419817027032753, 0.4828694179646282)"
All_Beauty,iterative,bertscore_f1,hit_rate_at_1,-0.4866405458933549,0.15377240308222936,"(-0.8544591282998393, 0.2061506663411397)"
All_Beauty,iterative,bertscore_f1,hit_rate_at_5,-0.5471153584925149,0.10167775433809513,"(-0.8752404034551446, 0.125870633583906)"
All_Beauty,iterative,bertscore_f1,hit_rate_at_10,0.04718511490208561,0.8970120612498196,"(-0.6002747413722596, 0.6572841669871429)"
All_Beauty,iterative,bertscore_f1,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,iterative,bertscore_f1,ndcg_at_5,-0.4029376618694519,0.24827919727469033,"(-0.82361317641193, 0.3037500788930359)"
All_Beauty,iterative,bertscore_f1,ndcg_at_10,-0.28600793601384417,0.42307261663431045,"(-0.7759098503258325, 0.41908671079988025)"
All_Beauty,iterative,bertscore_f1,true_positive,0.5873955094917284,0.07417435243780966,"(-0.06701594549337507, 0.8884410665567021)"
