rouge1_f,rouge2_f,rougeL_f,meteor,bleu1,bleu2,bleu3,bleu4,bertscore_precision,bertscore_recall,bertscore_f1,interaction_number
0.24031007751937983,0.046875,0.12403100775193798,0.16351219026290914,0.19718309859154928,0.060995375418814016,0.026027779609658217,0.009572448022149446,0.4400133490562439,0.3877002000808716,0.4122036099433899,1
0.2548476454293629,0.05013927576601671,0.12188365650969529,0.1488973952296712,0.21294775377803382,0.06434743142382496,0.023797937651819905,0.008147509133188688,0.4365150034427643,0.43828675150871277,0.4373990595340729,2
0.2217898832684825,0.0390625,0.09727626459143968,0.10756512117415132,0.13559268237470629,0.0394504506122132,0.017238799586027913,0.0053936521115568545,0.42358389496803284,0.43701666593551636,0.4301954209804535,3
0.23140495867768593,0.046434494195688236,0.1024793388429752,0.09784563360468153,0.0828850471080586,0.024097622232566705,0.0100692884808623,0.003080803982383942,0.40991300344467163,0.44292157888412476,0.42577847838401794,4
0.20143884892086333,0.0404040404040404,0.10071942446043167,0.08108707724613017,0.052543571058598325,0.015275545723016365,0.006382640269555266,0.0019527407491219438,0.3996797800064087,0.43903234601020813,0.4184328615665436,5
0.21966794380587484,0.05121638924455827,0.10217113665389528,0.07881465225237311,0.03249052579212958,0.010751727495886427,0.004097842504362188,0.0011974380681572417,0.41030147671699524,0.4657614231109619,0.43627598881721497,6
0.20882669537136703,0.04530744336569579,0.09257265877287406,0.07446803933158015,0.019879075788197625,0.0063507983348971234,0.0023920973248770026,0.0006948494292049037,0.42215967178344727,0.4923931956291199,0.454579621553421,7
0.187683284457478,0.039177277179236046,0.08406647116324534,0.066007895567053,0.008867487904362942,0.0028698769829109305,0.0010857166114719766,0.0003160815880805382,0.41693389415740967,0.49496451020240784,0.45261070132255554,8
0.17570093457943922,0.03745318352059925,0.08037383177570091,0.05447055658313172,0.00365126275582478,0.00116763868492287,0.00045296611553514196,0.0001335460051740963,0.4052470624446869,0.49312278628349304,0.44488707184791565,9
0.18641114982578397,0.038394415357766144,0.08710801393728224,0.05755596104510179,0.004740067347082353,0.0015133500576694709,0.0005548990111813932,0.0001590342655536139,0.40655067563056946,0.49249956011772156,0.44541677832603455,10
0.16586151368760063,0.035483870967741936,0.07729468599033816,0.051035092532739496,0.0022292494093802094,0.0006790180650806651,0.000259141218951555,7.577212266870334e-05,0.40013036131858826,0.49239563941955566,0.4414939880371094,11
0.1689291101055807,0.0377643504531722,0.07692307692307691,0.05244285425261857,0.0025091492418330905,0.0006866042122562633,0.0002609754671709377,7.614781853404487e-05,0.40234315395355225,0.4943057894706726,0.44360852241516113,12
0.14275517487508924,0.03431022158684775,0.06995003568879372,0.04322980943225136,0.0007817962150088622,0.0002110033347951441,8.269435469065774e-05,2.4502317776195708e-05,0.40806102752685547,0.5065129995346069,0.4519879221916199,13
