rouge1_f,rouge2_f,rougeL_f,meteor,bleu1,bleu2,bleu3,bleu4,bertscore_precision,bertscore_recall,bertscore_f1,interaction_number
0.12014134275618374,0.014234875444839859,0.0706713780918728,0.12389711166700447,0.11851851851851854,0.020990218869104994,0.005478138987969307,0.002801218395563184,0.4176735281944275,0.35678958892822266,0.38483837246894836,1
0.1899736147757256,0.021220159151193636,0.08443271767810027,0.11062272624352841,0.13793103448275862,0.021846510373770802,0.0054927591257986075,0.002756591683318002,0.3914628028869629,0.41383516788482666,0.4023382067680359,2
0.1797323135755258,0.015355086372360844,0.09177820267686423,0.08501085224701814,0.09269983403040602,0.018210107361708913,0.00390417046097813,0.0018092534953847352,0.3508358895778656,0.40471357107162476,0.3758537471294403,3
0.1478743068391867,0.0037105751391465678,0.08133086876155268,0.06074922478118781,0.0562335280838487,0.011381676764675,0.0024648914705442918,0.0011481363910741925,0.3238568902015686,0.3832455277442932,0.351057231426239,4
0.1696,0.019261637239165328,0.0832,0.06161244623288307,0.04525938570351214,0.015358380929515318,0.007063802432554202,0.004031870415255519,0.3248599171638489,0.3944857716560364,0.35630327463150024,5
0.15088757396449703,0.005934718100890208,0.07396449704142012,0.05082710883774808,0.028911370353217964,0.005425022485011367,0.0011455334809967576,0.0005268551171414627,0.32464170455932617,0.39718180894851685,0.35726675391197205,6
0.12103746397694523,0.005780346820809248,0.06916426512968299,0.04384455945839874,0.021286542555111677,0.004182029740204642,0.0008967100648697621,0.0004155962118042782,0.3329176902770996,0.4124576449394226,0.3684437870979309,7
0.12867132867132866,0.008415147265077139,0.06433566433566433,0.04280767720241792,0.015493129286788362,0.0030439521032073315,0.0006527088508700383,0.000302521244488116,0.33431652188301086,0.41427236795425415,0.3700244426727295,8
0.14016172506738545,0.005405405405405406,0.0646900269541779,0.04467064319408294,0.013045056310817572,0.0029224411382474244,0.0005719400998235774,0.0002532581445032768,0.3303616940975189,0.4198760390281677,0.36977869272232056,9
0.14213197969543145,0.0076335877862595426,0.07360406091370558,0.04189201080610412,0.008961679076548176,0.0019592850355269168,0.00038034168856059105,0.00016773516847443483,0.3375144600868225,0.424443781375885,0.3760204017162323,10
0.14109742441209408,0.006734006734006733,0.07614781634938411,0.041357650859567247,0.005088879633452501,0.0012457639140256728,0.00022815833111807649,9.773502722542116e-05,0.33548274636268616,0.4272714853286743,0.3758542835712433,11
0.12266112266112265,0.00625,0.06444906444906445,0.03816200123918482,0.004449843544359427,0.0010507027844959796,0.00019011703365324386,8.094314220577602e-05,0.34374839067459106,0.4273197054862976,0.3810051679611206,12
