rouge1_f,rouge2_f,rougeL_f,meteor,bleu1,bleu2,bleu3,bleu4,bertscore_precision,bertscore_recall,bertscore_f1,interaction_number
0.25833333333333336,0.046025104602510455,0.10416666666666667,0.14961000258425597,0.17393582519411316,0.0393785196845975,0.014057070630874103,0.00472842353414085,0.41279810667037964,0.45258694887161255,0.43177780508995056,1
0.2461103253182461,0.031205673758865248,0.10183875530410186,0.11644381841129572,0.08344218769788227,0.02510611264003786,0.0035158779478451745,0.0013170528567514408,0.3855811655521393,0.45124685764312744,0.4158376455307007,2
0.2541296060991105,0.030573248407643312,0.10673443456162643,0.11536885103792525,0.07654994238502459,0.024441589221699023,0.007113617290965885,0.002160145820469992,0.3803575038909912,0.45366615056991577,0.4137900173664093,3
0.22587268993839837,0.024691358024691357,0.08624229979466119,0.09791900626908362,0.04343800926155146,0.01179987409578733,0.003551400589899809,0.0010966096511373475,0.39723145961761475,0.4816248118877411,0.4353761374950409,4
0.1853832442067736,0.01785714285714286,0.08021390374331551,0.08356379748882048,0.026637180601568767,0.0071569560566395,0.0021460595435619165,0.000661416179996227,0.3927921652793884,0.4764408767223358,0.4305916428565979,5
0.16353887399463807,0.022818791946308724,0.07506702412868632,0.07147863405873651,0.00985662159897292,0.003228130514569702,0.0012494410245778356,0.0003324057975607416,0.39450547099113464,0.488504022359848,0.43650156259536743,6
