rouge1_f,rouge2_f,rougeL_f,meteor,bleu1,bleu2,bleu3,bleu4,bertscore_precision,bertscore_recall,bertscore_f1,interaction_number
0.10970464135021098,0.0425531914893617,0.07594936708860758,0.07947976878612716,0.0896860986547085,0.006356032059245529,0.002634268031651942,0.0016978108353988314,0.3853391408920288,0.3525088429450989,0.3681935966014862,1
0.08797653958944282,0.02949852507374632,0.06451612903225806,0.06605284227381907,0.10211267605633802,0.006006847566548693,0.002338916430111468,0.0014607787701368985,0.3470548093318939,0.3440701961517334,0.3455560505390167,2
0.07106598984771573,0.010204081632653062,0.05583756345177664,0.045584045584045586,0.06457704300917833,0.004175920648687005,0.0016781544959341512,0.0010647912267402956,0.33193981647491455,0.33990949392318726,0.335877388715744,3
0.09049773755656108,0.013636363636363636,0.058823529411764705,0.05313020489666936,0.0554101739348574,0.014577202132985677,0.0034451383022883575,0.001676331769197085,0.3338812589645386,0.34721991419792175,0.3404199481010437,4
0.09166666666666666,0.012552301255230127,0.05416666666666666,0.043629348939487146,0.03639183132162981,0.00897600141285354,0.0020764204955671427,0.0009996434360626232,0.32378774881362915,0.3423357307910919,0.33280348777770996,5
0.09487666034155598,0.007619047619047619,0.06072106261859582,0.03924674693046048,0.020364133998099037,0.00526829649872276,0.001238313058273057,0.0006009507387350484,0.31473037600517273,0.34127694368362427,0.32746654748916626,6
0.09523809523809523,0.006825938566552902,0.05102040816326531,0.03652306824447618,0.013011236100459345,0.003072929777154402,0.0007007071549527662,0.00033494013586339935,0.31604477763175964,0.3563888370990753,0.3350065350532532,7
0.09711684370257968,0.0091324200913242,0.06373292867981792,0.03807480839720094,0.01111984752350346,0.0030897548850199637,0.0006496686029960417,0.00029817909076502633,0.3330608904361725,0.3812355399131775,0.35552364587783813,8
0.08864265927977841,0.008333333333333333,0.05817174515235457,0.03359186207190918,0.007754741285338039,0.0021827540668443546,0.0004609188625921206,0.00021199293683219408,0.33989378809928894,0.38884732127189636,0.3627263009548187,9
0.09113924050632911,0.007614213197969543,0.05569620253164557,0.029044059949780293,0.006000105801860129,0.0018548300104613289,0.0003671363971428709,0.00016347884893519674,0.32974156737327576,0.3732733726501465,0.3501596748828888,10
0.0980392156862745,0.007371007371007372,0.05882352941176471,0.028389941179382396,0.003733621987759915,0.0010242994262587369,0.00021445251720221453,9.821299494322949e-05,0.32686281204223633,0.36450377106666565,0.34465864300727844,11
0.1097424412094065,0.0022446689113355778,0.05375139977603583,0.03045905854287649,0.0019434710285602891,0.00041048621601119575,9.017205287443526e-05,4.230265126507695e-05,0.3202804923057556,0.36995983123779297,0.34333235025405884,12
0.09282700421940927,0.004228329809725158,0.052742616033755275,0.029377681206749155,0.0010059295224073557,0.00020573205415955353,4.471284396633136e-05,2.0865113403158355e-05,0.32018426060676575,0.377375066280365,0.34643521904945374,13
