dataset,profile_type,metric_a,metric_b,correlation,pvalue,confidence_interval
All_Beauty,preference_positive,meteor,hit_rate_at_1,0.31518926617493537,0.37503281188664467,"(-0.39228694860057145, 0.7883636548769875)"
All_Beauty,preference_positive,meteor,hit_rate_at_5,-0.4543980075246776,0.18706593118257808,"(-0.8428765404392591, 0.24545247611826845)"
All_Beauty,preference_positive,meteor,hit_rate_at_10,-0.41118171733085485,0.23780652191378057,"(-0.8267659103670487, 0.2947535801410144)"
All_Beauty,preference_positive,meteor,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,preference_positive,meteor,ndcg_at_5,-0.05883770336205584,0.8717371683924662,"(-0.6638704160026091, 0.5927473773636078)"
All_Beauty,preference_positive,meteor,ndcg_at_10,-0.20682072966056536,0.5664402365072229,"(-0.7400746753992642, 0.4861062100086092)"
All_Beauty,preference_positive,meteor,true_positive,-0.6771377736729852,0.03148397522770228,"(-0.9161634934626584, -0.08282220126002639)"
All_Beauty,preference_positive,meteor,true_negative,0.29955510374494354,0.4004251746008518,"(-0.4067961032218837, 0.7817392972100701)"
All_Beauty,preference_positive,meteor,accuracy,-0.45395900128119665,0.18754613303018325,"(-0.842716311077924, 0.24597218138474639)"
All_Beauty,preference_positive,bleu1,hit_rate_at_1,-0.2475137442638522,0.49053225225487895,"(-0.7588759361213754, 0.4526548078628748)"
All_Beauty,preference_positive,bleu1,hit_rate_at_5,-0.5624213340360185,0.09057085473890115,"(-0.8803147459335257, 0.1040510211598995)"
All_Beauty,preference_positive,bleu1,hit_rate_at_10,-0.36521770526079167,0.2993911758817338,"(-0.8088487024820136, 0.34336578933219075)"
All_Beauty,preference_positive,bleu1,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,preference_positive,bleu1,ndcg_at_5,-0.21849276624786698,0.5442179809675587,"(-0.745554090922032, 0.4767145835657904)"
All_Beauty,preference_positive,bleu1,ndcg_at_10,-0.3143364930845951,0.37639691263111524,"(-0.7880051332353885, 0.3930875404559734)"
All_Beauty,preference_positive,bleu1,true_positive,-0.38122760876568873,0.2770612067755026,"(-0.8151844325690321, 0.3268536853313787)"
All_Beauty,preference_positive,bleu1,true_negative,0.07294747589161142,0.8412738279487675,"(-0.5834777531113259, 0.6717218282360252)"
All_Beauty,preference_positive,bleu1,accuracy,-0.3118590617521109,0.3803736346456676,"(-0.7869617496208773, 0.3954073092990799)"
All_Beauty,preference_positive,rouge1_f,hit_rate_at_1,0.36215699238723187,0.30376565454737336,"(-0.3464734111862587, 0.8076256182730268)"
All_Beauty,preference_positive,rouge1_f,hit_rate_at_5,-0.4187942879787596,0.22836089662831643,"(-0.8296541483914404, 0.28633356228909423)"
All_Beauty,preference_positive,rouge1_f,hit_rate_at_10,-0.40403209795847234,0.24687436001759266,"(-0.8240332182732732, 0.30256296320073855)"
All_Beauty,preference_positive,rouge1_f,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,preference_positive,rouge1_f,ndcg_at_5,-0.0363624204091099,0.9205622954642732,"(-0.6510823618552721, 0.6071647569407808)"
All_Beauty,preference_positive,rouge1_f,ndcg_at_10,-0.19527083744556106,0.5887635064194652,"(-0.7345820031720495, 0.4952446286661191)"
All_Beauty,preference_positive,rouge1_f,true_positive,-0.687071282070712,0.028161112645816763,"(-0.9190976429642473, -0.10124214721013597)"
All_Beauty,preference_positive,rouge1_f,true_negative,0.29877479852577166,0.4017135809457473,"(-0.40751104076273986, 0.7814057977813343)"
All_Beauty,preference_positive,rouge1_f,accuracy,-0.4658302167326905,0.17481565489850118,"(-0.8470249759839821, 0.23177563559507197)"
All_Beauty,preference_positive,bleu4,hit_rate_at_1,-0.1753308903701599,0.6280380627803674,"(-0.7249300332087854, 0.5106697443929016)"
All_Beauty,preference_positive,bleu4,hit_rate_at_5,-0.5279973834844103,0.11671244187580017,"(-0.8687991812282262, 0.15223961158244248)"
All_Beauty,preference_positive,bleu4,hit_rate_at_10,-0.32231485293266754,0.36373041917249305,"(-0.7913468739026559, 0.3855552167127642)"
All_Beauty,preference_positive,bleu4,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,preference_positive,bleu4,ndcg_at_5,-0.24489554075702313,0.49527990934606103,"(-0.7576913814905558, 0.4548680857804953)"
All_Beauty,preference_positive,bleu4,ndcg_at_10,-0.28916447475430546,0.4177431427580576,"(-0.7772756498824221, 0.41624586071476455)"
All_Beauty,preference_positive,bleu4,true_positive,-0.32762769831249117,0.3554154703416176,"(-0.793556724522108, 0.38048650590683414)"
All_Beauty,preference_positive,bleu4,true_negative,0.0775635246802008,0.8313468634813488,"(-0.5804075806846402, 0.6742615636849295)"
All_Beauty,preference_positive,bleu4,accuracy,-0.21649628121011433,0.547994372051167,"(-0.7446218695465708, 0.47833233856690416)"
All_Beauty,preference_positive,bleu3,hit_rate_at_1,-0.1499813204155988,0.6791968438215722,"(-0.7123398162738179, 0.5296621318089092)"
All_Beauty,preference_positive,bleu3,hit_rate_at_5,-0.48073528152337847,0.15957941949304025,"(-0.8523647658653924, 0.21352002319928967)"
All_Beauty,preference_positive,bleu3,hit_rate_at_10,-0.3156114118916505,0.3743584479699963,"(-0.7885410139264775, 0.39189023697813535)"
All_Beauty,preference_positive,bleu3,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,preference_positive,bleu3,ndcg_at_5,-0.2342046437528377,0.5148663864358265,"(-0.7528191724765114, 0.4638167212641515)"
All_Beauty,preference_positive,bleu3,ndcg_at_10,-0.27479062037171786,0.44226541359084803,"(-0.7710187943483644, 0.4290716909843926)"
All_Beauty,preference_positive,bleu3,true_positive,-0.29211012901813,0.4127983640016961,"(-0.7785460658246929, 0.4135823231692843)"
All_Beauty,preference_positive,bleu3,true_negative,0.01624113362670333,0.9644818899489764,"(-0.6197223513953499, 0.6393297471933872)"
All_Beauty,preference_positive,bleu3,accuracy,-0.18267091442569505,0.6134764072308011,"(-0.7285082650447815, 0.5050425589326429)"
All_Beauty,preference_positive,bertscore_precision,hit_rate_at_1,-0.17565299502976206,0.6273965744785382,"(-0.725087682664257, 0.5104240316111697)"
All_Beauty,preference_positive,bertscore_precision,hit_rate_at_5,0.3302673820651947,0.35132010684177584,"(-0.3779521998184138, 0.7946501361292222)"
All_Beauty,preference_positive,bertscore_precision,hit_rate_at_10,0.2624442499237485,0.4638379352468675,"(-0.43986636058786166, 0.7655668966523008)"
All_Beauty,preference_positive,bertscore_precision,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,preference_positive,bertscore_precision,ndcg_at_5,-0.4792854662718785,0.16102498940841528,"(-0.851848744852468, 0.21531729138787858)"
All_Beauty,preference_positive,bertscore_precision,ndcg_at_10,-0.1341303777307948,0.7118117918201023,"(-0.704278906407224, 0.5412014771087182)"
All_Beauty,preference_positive,bertscore_precision,true_positive,0.64828371709994,0.04262579361846659,"(0.031525304471100635, 0.9074928015702933)"
All_Beauty,preference_positive,bertscore_precision,true_negative,-0.538244160575794,0.10849214543747579,"(-0.8722659245362342, 0.1382258779821486)"
All_Beauty,preference_positive,bertscore_precision,accuracy,0.63940532140561,0.04652351193695484,"(0.01636892955114165, 0.9047796381684192)"
All_Beauty,preference_positive,rouge2_f,hit_rate_at_1,0.5964131518786574,0.0687656430547404,"(-0.053185066879073366, 0.89132965285173)"
All_Beauty,preference_positive,rouge2_f,hit_rate_at_5,-0.09098365583479745,0.8026126344342606,"(-0.6815659707097701, 0.5713742180955568)"
All_Beauty,preference_positive,rouge2_f,hit_rate_at_10,-0.1549999487765106,0.6689668281727887,"(-0.7148614580740166, 0.5259554158608221)"
All_Beauty,preference_positive,rouge2_f,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,preference_positive,rouge2_f,ndcg_at_5,-0.23259339454951378,0.5178457908429901,"(-0.7520799096937019, 0.4651531515103891)"
All_Beauty,preference_positive,rouge2_f,ndcg_at_10,-0.28566333704513425,0.4236563478598184,"(-0.7757604675657603, 0.41939601247824054)"
All_Beauty,preference_positive,rouge2_f,true_positive,-0.5178531743898646,0.1252232153009999,"(-0.8653339106290316, 0.16584878077089923)"
All_Beauty,preference_positive,rouge2_f,true_negative,0.22074378107661471,0.5399725772188669,"(-0.47488491726325915, 0.7466026923172675)"
All_Beauty,preference_positive,rouge2_f,accuracy,-0.24464721834352265,0.4957312121991404,"(-0.7575788571972987, 0.45507755534331634)"
All_Beauty,preference_positive,bertscore_f1,hit_rate_at_1,-0.23363242730541853,0.5159236729619516,"(-0.752556781611607, 0.46429170299755373)"
All_Beauty,preference_positive,bertscore_f1,hit_rate_at_5,0.4880318514757665,0.15242314179111344,"(-0.20440289952830154, 0.8549508349825584)"
All_Beauty,preference_positive,bertscore_f1,hit_rate_at_10,0.38229819463079684,0.27560126582085304,"(-0.3257338782468405, 0.8156044319213659)"
All_Beauty,preference_positive,bertscore_f1,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,preference_positive,bertscore_f1,ndcg_at_5,-0.2445934286906458,0.4958289929473053,"(-0.7575544790500968, 0.45512291879451205)"
All_Beauty,preference_positive,bertscore_f1,ndcg_at_10,0.041308868633897426,0.9097908897757154,"(-0.6040276783233367, 0.6539270813875677)"
All_Beauty,preference_positive,bertscore_f1,true_positive,0.7460749857782056,0.013211483992851084,"(0.2196102617336571, 0.9360113983980185)"
All_Beauty,preference_positive,bertscore_f1,true_negative,-0.51460979662913,0.128023199835527,"(-0.864218916398144, 0.17014574274443733)"
All_Beauty,preference_positive,bertscore_f1,accuracy,0.6286667553676175,0.05154727983446832,"(-0.0015881908662720074, 0.9014689839710645)"
All_Beauty,preference_positive,rougeL_f,hit_rate_at_1,0.40155018557373245,0.25006657473022453,"(-0.3052519025994279, 0.8230800022337186)"
All_Beauty,preference_positive,rougeL_f,hit_rate_at_5,-0.42164502138681287,0.22487943561367799,"(-0.8307300967963533, 0.2831521779840262)"
All_Beauty,preference_positive,rougeL_f,hit_rate_at_10,-0.3720175799056325,0.28979340137870846,"(-0.8115523156707692, 0.33640572359928733)"
All_Beauty,preference_positive,rougeL_f,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,preference_positive,rougeL_f,ndcg_at_5,-0.060151032687561806,0.868894660512689,"(-0.6646068940518183, 0.5918917914830374)"
All_Beauty,preference_positive,rougeL_f,ndcg_at_10,-0.2113183332838133,0.5578363214899393,"(-0.7421944845466771, 0.48250617642576255)"
All_Beauty,preference_positive,rougeL_f,true_positive,-0.6980534144441717,0.024775731769243567,"(-0.9223118579794775, -0.1220850586591475)"
All_Beauty,preference_positive,rougeL_f,true_negative,0.35973840529124834,0.3072461655930045,"(-0.3489181133864375, 0.806656413883088)"
All_Beauty,preference_positive,rougeL_f,accuracy,-0.4650582825970245,0.17562739170231603,"(-0.8467463165193552, 0.23270789841462997)"
All_Beauty,preference_positive,bertscore_recall,hit_rate_at_1,-0.2611607594926509,0.46610692439475204,"(-0.7649959572918134, 0.440977015604272)"
All_Beauty,preference_positive,bertscore_recall,hit_rate_at_5,0.5250540981133281,0.11914342891964454,"(-0.15621497950069607, 0.8677971783330135)"
All_Beauty,preference_positive,bertscore_recall,hit_rate_at_10,0.4140825808167521,0.23418164779307216,"(-0.2915579043525044, 0.8278690987546301)"
All_Beauty,preference_positive,bertscore_recall,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,preference_positive,bertscore_recall,ndcg_at_5,-0.1324166254156841,0.7153643912416641,"(-0.7033984905095751, 0.542434021180088)"
All_Beauty,preference_positive,bertscore_recall,ndcg_at_10,0.10974588109892773,0.7628014805588883,"(-0.5584700839170751, 0.6915844607638827)"
All_Beauty,preference_positive,bertscore_recall,true_positive,0.7482646500960071,0.012798605281895312,"(0.22432299038096884, 0.9366226394343612)"
All_Beauty,preference_positive,bertscore_recall,true_negative,-0.4767568497719579,0.16356497847567453,"(-0.8509470209175907, 0.21844067910402948)"
All_Beauty,preference_positive,bertscore_recall,accuracy,0.584613161127804,0.07589725792683887,"(-0.07123322007923633, 0.8875449676317122)"
All_Beauty,preference_positive,bleu2,hit_rate_at_1,-0.14336011443702554,0.6927658123953175,"(-0.7089905859490017, 0.5345131015785444)"
All_Beauty,preference_positive,bleu2,hit_rate_at_5,-0.5233557385469596,0.12056042238489191,"(-0.8672177231527344, 0.15849888144100505)"
All_Beauty,preference_positive,bleu2,hit_rate_at_10,-0.33765164325677344,0.33999136633838395,"(-0.7976929297794542, 0.37080589778872314)"
All_Beauty,preference_positive,bleu2,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,preference_positive,bleu2,ndcg_at_5,-0.2017991712386696,0.5761058812188457,"(-0.7376953299900832, 0.4900980377897096)"
All_Beauty,preference_positive,bleu2,ndcg_at_10,-0.2457264385240936,0.49377110427849646,"(-0.7580676711851464, 0.4541666279347653)"
All_Beauty,preference_positive,bleu2,true_positive,-0.33618532383557626,0.342225926589047,"(-0.7970905693251727, 0.37223167211933555)"
All_Beauty,preference_positive,bleu2,true_negative,0.05858519115293369,0.8722838463892364,"(-0.5929117114116685, 0.6637286796386314)"
All_Beauty,preference_positive,bleu2,accuracy,-0.2098756510699342,0.5605906367536473,"(-0.7415156752404574, 0.4836635072689114)"
