dataset,profile_type,metric_a,metric_b,correlation,pvalue,confidence_interval
All_Beauty,preference_negative,meteor,hit_rate_at_1,0.18878447494914213,0.601439842426471,"(-0.5003105770316423, 0.7314660372765643)"
All_Beauty,preference_negative,meteor,hit_rate_at_5,0.13856292337683732,0.702646418420639,"(-0.5380000395843558, 0.7065479585564662)"
All_Beauty,preference_negative,meteor,hit_rate_at_10,0.19342582556445134,0.5923591932478436,"(-0.49669040614465393, 0.733697991887719)"
All_Beauty,preference_negative,meteor,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,preference_negative,meteor,ndcg_at_5,0.0,1.0,"(nan, nan)"
All_Beauty,preference_negative,meteor,ndcg_at_10,0.11191778324430399,0.7582233888061194,"(-0.5569551287872643, 0.6927299143790233)"
All_Beauty,preference_negative,meteor,true_positive,0.31677628042104145,0.37250071424421705,"(-0.3907941849070387, 0.7890300106278985)"
All_Beauty,preference_negative,meteor,true_negative,-0.42474170146549106,0.22113206438006802,"(-0.831895419340416, 0.27967865501188743)"
All_Beauty,preference_negative,meteor,accuracy,0.10491578955798023,0.7730062867525715,"(-0.561823287740395, 0.6890265527726939)"
All_Beauty,preference_negative,bleu1,hit_rate_at_1,0.7830653607794962,0.007387914532828133,"(0.30266415563086746, 0.9461856593632364)"
All_Beauty,preference_negative,bleu1,hit_rate_at_5,0.5913403480039491,0.07177545242559827,"(-0.06099630694353965, 0.8897076423333277)"
All_Beauty,preference_negative,bleu1,hit_rate_at_10,0.016833016885395503,0.963188207383638,"(-0.6193575507889261, 0.6396796658451229)"
All_Beauty,preference_negative,bleu1,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,preference_negative,bleu1,ndcg_at_5,0.0,1.0,"(nan, nan)"
All_Beauty,preference_negative,bleu1,ndcg_at_10,-0.21536988101676385,0.5501295254212426,"(-0.7440950073637678, 0.4792429862558164)"
All_Beauty,preference_negative,bleu1,true_positive,0.0982667959061708,0.7871051037352945,"(-0.5664036693357072, 0.6854814286281108)"
All_Beauty,preference_negative,bleu1,true_negative,-0.167290752502336,0.6441221593176281,"(-0.7209761598671462, 0.5167669506134537)"
All_Beauty,preference_negative,bleu1,accuracy,0.17809008387946923,0.6225502902640552,"(-0.5085612967564097, 0.7262786171947607)"
All_Beauty,preference_negative,rouge1_f,hit_rate_at_1,0.13022806070779147,0.7199084298014145,"(-0.5440038412064961, 0.7022715933248923)"
All_Beauty,preference_negative,rouge1_f,hit_rate_at_5,0.10505715156908198,0.7727071701926536,"(-0.5617254599563415, 0.6891016222110106)"
All_Beauty,preference_negative,rouge1_f,hit_rate_at_10,0.204267906113637,0.5713462283105295,"(-0.4881391664698042, 0.7388667469039472)"
All_Beauty,preference_negative,rouge1_f,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,preference_negative,rouge1_f,ndcg_at_5,0.0,1.0,"(nan, nan)"
All_Beauty,preference_negative,rouge1_f,ndcg_at_10,0.14671962726285032,0.6858709971245702,"(-0.532057352472295, 0.7106931361149722)"
All_Beauty,preference_negative,rouge1_f,true_positive,0.31606235357038076,0.37363874455140333,"(-0.3914661735061526, 0.7887303843635519)"
All_Beauty,preference_negative,rouge1_f,true_negative,-0.4293720212245914,0.2155957959268684,"(-0.8336311980266743, 0.2744502292081111)"
All_Beauty,preference_negative,rouge1_f,accuracy,0.08844051318421295,0.8080425081771214,"(-0.5730984737617729, 0.680190750035306)"
All_Beauty,preference_negative,bleu4,hit_rate_at_1,0.7301972312019649,0.016488232259507074,"(0.18615675694577657, 0.9315446103153373)"
All_Beauty,preference_negative,bleu4,hit_rate_at_5,0.6093124296839584,0.06148682824250428,"(-0.03295775530568213, 0.8954204188212341)"
All_Beauty,preference_negative,bleu4,hit_rate_at_10,-0.014088295143634242,0.969187970432293,"(-0.6380548188551787, 0.6210469156778922)"
All_Beauty,preference_negative,bleu4,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,preference_negative,bleu4,ndcg_at_5,0.0,1.0,"(nan, nan)"
All_Beauty,preference_negative,bleu4,ndcg_at_10,-0.1459887675753904,0.6873692034269308,"(-0.7103233089205178, 0.5325925727062234)"
All_Beauty,preference_negative,bleu4,true_positive,0.07121358510647324,0.8450078989161803,"(-0.5846261511522268, 0.6707641965838016)"
All_Beauty,preference_negative,bleu4,true_negative,-0.1419424479955976,0.695681463533415,"(-0.7082701503881933, 0.5355459697328068)"
All_Beauty,preference_negative,bleu4,accuracy,0.1557124718137544,0.6675183384761921,"(-0.5254270470139139, 0.7152182932829259)"
All_Beauty,preference_negative,bleu3,hit_rate_at_1,0.726422663018158,0.01734312775925967,"(0.17838531107231193, 0.9304737192752188)"
All_Beauty,preference_negative,bleu3,hit_rate_at_5,0.62825434445405,0.05174709331666951,"(-0.002269817226369963, 0.901341199790733)"
All_Beauty,preference_negative,bleu3,hit_rate_at_10,-0.036655845056091006,0.9199229923066112,"(-0.651251594614719, 0.606979222656813)"
All_Beauty,preference_negative,bleu3,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,preference_negative,bleu3,ndcg_at_5,0.0,1.0,"(nan, nan)"
All_Beauty,preference_negative,bleu3,ndcg_at_10,-0.13448648560360368,0.7110742058153658,"(-0.7044616319573728, 0.5409449968833685)"
All_Beauty,preference_negative,bleu3,true_positive,0.06607201773637514,0.8560967687098711,"(-0.5880161545845469, 0.6679126957433432)"
All_Beauty,preference_negative,bleu3,true_negative,-0.13672157243873895,0.7064497468838404,"(-0.7056067736529246, 0.539332342488059)"
All_Beauty,preference_negative,bleu3,accuracy,0.1594046104180327,0.6600284943295998,"(-0.522680715103665, 0.7170626751147429)"
All_Beauty,preference_negative,bertscore_precision,hit_rate_at_1,-0.048212858968403216,0.8947791820053392,"(-0.6578688376447974, 0.5996154174126423)"
All_Beauty,preference_negative,bertscore_precision,hit_rate_at_5,-0.1812682371704131,0.6162499373609416,"(-0.7278267599872712, 0.5061224509713281)"
All_Beauty,preference_negative,bertscore_precision,hit_rate_at_10,0.16611242199847592,0.6464907830415569,"(-0.5176547404787261, 0.7203936511164705)"
All_Beauty,preference_negative,bertscore_precision,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,preference_negative,bertscore_precision,ndcg_at_5,0.0,1.0,"(nan, nan)"
All_Beauty,preference_negative,bertscore_precision,ndcg_at_10,-0.025214684026576187,0.9448779331272479,"(-0.6446073095004906, 0.6141619459137974)"
All_Beauty,preference_negative,bertscore_precision,true_positive,-0.44988568023778974,0.19203620420446868,"(-0.8412263308976252, 0.25077515438054887)"
All_Beauty,preference_negative,bertscore_precision,true_negative,-0.23722943132999197,0.5092924530158509,"(-0.7542034611172184, 0.4612992402637026)"
All_Beauty,preference_negative,bertscore_precision,accuracy,-0.28130208947882673,0.4310764080850906,"(-0.7738651192299829, 0.4232964423734488)"
All_Beauty,preference_negative,rouge2_f,hit_rate_at_1,0.006023193041686741,0.9868247432114696,"(-0.6259770380971762, 0.6332479886121245)"
All_Beauty,preference_negative,rouge2_f,hit_rate_at_5,-0.05468266222186645,0.880738717063049,"(-0.6615326307567558, 0.5954445821452331)"
All_Beauty,preference_negative,rouge2_f,hit_rate_at_10,0.39837873444993577,0.25417890256825687,"(-0.30867157281196905, 0.8218584921914627)"
All_Beauty,preference_negative,rouge2_f,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,preference_negative,rouge2_f,ndcg_at_5,0.0,1.0,"(nan, nan)"
All_Beauty,preference_negative,rouge2_f,ndcg_at_10,0.08583642168870925,0.8136101705416499,"(-0.5748580040049204, 0.6787782412046509)"
All_Beauty,preference_negative,rouge2_f,true_positive,0.18327499163338243,0.6122833144360401,"(-0.5045768281902596, 0.7288014296503303)"
All_Beauty,preference_negative,rouge2_f,true_negative,-0.7111352350588299,0.02112109289274338,"(-0.9261005335618584, -0.14759412054238202)"
All_Beauty,preference_negative,rouge2_f,accuracy,-0.1418892592328072,0.6957909246544981,"(-0.7082430977250225, 0.5355846820208693)"
All_Beauty,preference_negative,bertscore_f1,hit_rate_at_1,-0.18108009383066279,0.6166222890561155,"(-0.7277352664367538, 0.5062671348620804)"
All_Beauty,preference_negative,bertscore_f1,hit_rate_at_5,-0.21667200231207612,0.547661578037365,"(-0.7447040020011565, 0.4781901404976553)"
All_Beauty,preference_negative,bertscore_f1,hit_rate_at_10,0.013604288617801817,0.9702461258041359,"(-0.6213442088553177, 0.637767714447664)"
All_Beauty,preference_negative,bertscore_f1,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,preference_negative,bertscore_f1,ndcg_at_5,0.0,1.0,"(nan, nan)"
All_Beauty,preference_negative,bertscore_f1,ndcg_at_10,-0.04853300592302414,0.894083765197176,"(-0.6580508152332343, 0.5994098552026507)"
All_Beauty,preference_negative,bertscore_f1,true_positive,-0.423731609589743,0.222350457498626,"(-0.8315157023305019, 0.28081369769001563)"
All_Beauty,preference_negative,bertscore_f1,true_negative,0.025086386620190186,0.9451580514632921,"(-0.6142418944648533, 0.6445322683777481)"
All_Beauty,preference_negative,bertscore_f1,accuracy,-0.23852761723561666,0.5069079850697724,"(-0.7547961676410639, 0.460215320889065)"
All_Beauty,preference_negative,rougeL_f,hit_rate_at_1,0.08353420141499124,0.8185386953326808,"(-0.5764084940434988, 0.677525808206544)"
All_Beauty,preference_negative,rougeL_f,hit_rate_at_5,0.020297285508538744,0.9556179754605808,"(-0.6172168641910355, 0.641722561014723)"
All_Beauty,preference_negative,rougeL_f,hit_rate_at_10,0.2938837017320415,0.40983453448180074,"(-0.411972765266126, 0.7793090628573229)"
All_Beauty,preference_negative,rougeL_f,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,preference_negative,rougeL_f,ndcg_at_5,0.0,1.0,"(nan, nan)"
All_Beauty,preference_negative,rougeL_f,ndcg_at_10,0.14846569944934732,0.6822956783104598,"(-0.5307764761144007, 0.711575417644366)"
All_Beauty,preference_negative,rougeL_f,true_positive,0.3310997428792198,0.3500336995471723,"(-0.37715086023248257, 0.7949942934937856)"
All_Beauty,preference_negative,rougeL_f,true_negative,-0.49378274720666815,0.14692232264928187,"(-0.856976309146598, 0.19713144398362137)"
All_Beauty,preference_negative,rougeL_f,accuracy,0.06388916693217561,0.8608115175315446,"(-0.5894484640956438, 0.6666967249788934)"
All_Beauty,preference_negative,bertscore_recall,hit_rate_at_1,-0.23146128246275643,0.5199434537096053,"(-0.7515596983749272, 0.4660902688893451)"
All_Beauty,preference_negative,bertscore_recall,hit_rate_at_5,-0.21236772629575293,0.5558361676623044,"(-0.7426875604636227, 0.4816628204468543)"
All_Beauty,preference_negative,bertscore_recall,hit_rate_at_10,-0.0771700581053981,0.8321922082919879,"(-0.674045628505181, 0.5806700098699596)"
All_Beauty,preference_negative,bertscore_recall,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,preference_negative,bertscore_recall,ndcg_at_5,0.0,1.0,"(nan, nan)"
All_Beauty,preference_negative,bertscore_recall,ndcg_at_10,-0.06700369604608654,0.8540856722164207,"(-0.66843071645325, 0.5874035685994882)"
All_Beauty,preference_negative,bertscore_recall,true_positive,-0.3895717066887598,0.26579368536285336,"(-0.8184458502756792, 0.31807299981962855)"
All_Beauty,preference_negative,bertscore_recall,true_negative,0.1775210432322207,0.6236806995729804,"(-0.5089968062944242, 0.7260008377407213)"
All_Beauty,preference_negative,bertscore_recall,accuracy,-0.1996294224755941,0.5803013669437029,"(-0.7366631111812487, 0.49181392119034706)"
All_Beauty,preference_negative,bleu2,hit_rate_at_1,0.7756387482043059,0.008371253550250316,"(0.2853826462017927, 0.9441685047962981)"
All_Beauty,preference_negative,bleu2,hit_rate_at_5,0.649618978942292,0.04205924055252908,"(0.033829543539372155, 0.907898984085456)"
All_Beauty,preference_negative,bleu2,hit_rate_at_10,-0.04781135995640955,0.8956514013208747,"(-0.6576405173420145, 0.5998730939539871)"
All_Beauty,preference_negative,bleu2,ndcg_at_1,0.0,1.0,"(nan, nan)"
All_Beauty,preference_negative,bleu2,ndcg_at_5,0.0,1.0,"(nan, nan)"
All_Beauty,preference_negative,bleu2,ndcg_at_10,-0.18744010443594664,0.6040793762612973,"(-0.7308173707640989, 0.5013546814393695)"
All_Beauty,preference_negative,bleu2,true_positive,0.08016827574392543,0.8257546396956104,"(-0.5786668440113704, 0.6756884869911339)"
All_Beauty,preference_negative,bleu2,true_negative,-0.14902385803456777,0.6811539686997359,"(-0.7118570783038035, 0.5303663689221375)"
All_Beauty,preference_negative,bleu2,accuracy,0.18554098409083547,0.6078151525479131,"(-0.5028262213610197, 0.7298993586777485)"
