dataset,profile_type,metric_a,metric_b,correlation,pvalue,confidence_interval
All_Beauty,vanilla,meteor,bertscore_precision,-0.19806838799740817,0.5833268656491204,"(-0.7359189261854603, 0.49304510740856217)"
All_Beauty,vanilla,meteor,bertscore_recall,-0.8148492589884101,0.00408485961252476,"(-0.9546776767646078, -0.3803740795449462)"
All_Beauty,vanilla,meteor,bertscore_f1,-0.6791368221372006,0.030794898240585233,"(-0.916756036655361, -0.08649673262484414)"
All_Beauty,vanilla,meteor,consistency,-0.8110048455562509,0.004412943007025691,"(-0.9536624881914306, -0.37063681456199826)"
All_Beauty,vanilla,meteor,nepc,0.6714704963823419,0.03349435099603109,"(0.07249206308338912, 0.9144779418708602)"
All_Beauty,vanilla,bleu1,bertscore_precision,0.052411183126075914,0.8856649524816351,"(-0.5969129209200934, 0.6602496035732155)"
All_Beauty,vanilla,bleu1,bertscore_recall,-0.669879605126211,0.034073965910760035,"(-0.9140032609523796, -0.06961515399135985)"
All_Beauty,vanilla,bleu1,bertscore_f1,-0.48360756521070963,0.1567386958353315,"(-0.853384941917268, 0.20994545572623427)"
All_Beauty,vanilla,bleu1,consistency,-0.709763992190175,0.0214854833659492,"(-0.9257054264913188, -0.1448846040653226)"
All_Beauty,vanilla,bleu1,nepc,0.5373090522577614,0.10922673639928233,"(-0.1395160854487756, 0.8719509397550849)"
All_Beauty,vanilla,rouge1_f,bertscore_precision,-0.23091052371103682,0.5209652030315721,"(-0.7513063877825783, 0.46654559985229743)"
All_Beauty,vanilla,rouge1_f,bertscore_recall,-0.8110927472001805,0.0044052377963180464,"(-0.9536857365904962, -0.3708583787483657)"
All_Beauty,vanilla,rouge1_f,bertscore_f1,-0.6875584539105658,0.0280046032343056,"(-0.9192408843758415, -0.10215597358346405)"
All_Beauty,vanilla,rouge1_f,consistency,-0.8027124480381228,0.0051841389554852,"(-0.9514616115160814, -0.3499580497464723)"
All_Beauty,vanilla,rouge1_f,nepc,0.6681744720624483,0.03470271197990693,"(0.0665427004499342, 0.9134937500512584)"
All_Beauty,vanilla,bleu4,bertscore_precision,0.03609050083559874,0.9211547807288336,"(-0.6073366308042211, 0.650925477569794)"
All_Beauty,vanilla,bleu4,bertscore_recall,-0.6366241548659981,0.04779175825943027,"(-0.9039252829937963, -0.011679350619984253)"
All_Beauty,vanilla,bleu4,bertscore_f1,-0.4643090431339555,0.1764174001201925,"(-0.8464756491274623, 0.2336115282752798)"
All_Beauty,vanilla,bleu4,consistency,-0.7667329342974029,0.009668331925365417,"(-0.9417328059888569, -0.2650710832173787)"
All_Beauty,vanilla,bleu4,nepc,0.5346894947077312,0.11130119923350248,"(-0.1431182023111924, 0.8710670824113049)"
All_Beauty,vanilla,bleu3,bertscore_precision,0.019198962592252605,0.9580177462765465,"(-0.6178965777756025, 0.6410758282395254)"
All_Beauty,vanilla,bleu3,bertscore_recall,-0.6373705634166948,0.04744914975905217,"(-0.9041547841801375, -0.012935245022189089)"
All_Beauty,vanilla,bleu3,bertscore_f1,-0.4705811799793517,0.16986888313845042,"(-0.8487354191236083, 0.22600955700534456)"
All_Beauty,vanilla,bleu3,consistency,-0.7728675543503442,0.008760780217458334,"(-0.9434125653193598, -0.27901480987107447)"
All_Beauty,vanilla,bleu3,nepc,0.5376298760461076,0.10897435615266199,"(-0.1390736904679178, 0.8720590382600124)"
All_Beauty,vanilla,bertscore_precision,bertscore_precision,0.025515326056489984,0.944221547257106,"(-0.6139745493579762, 0.6447831082129247)"
