rouge1_f,rouge2_f,rougeL_f,meteor,bleu1,bleu2,bleu3,bleu4,bertscore_precision,bertscore_recall,bertscore_f1,interaction_number
0.17427385892116184,0.008368200836820083,0.07468879668049792,0.10675129832660127,0.15675675675675677,0.04127805459120273,0.009764779723562843,0.004755859227535809,0.3742234408855438,0.3826107680797577,0.37837064266204834,1
0.15807560137457044,0.011481056257175661,0.06872852233676977,0.05829077898977498,0.019223615753617772,0.005147060266235364,0.000901580869047727,0.0003776803447024091,0.3423058092594147,0.4150241017341614,0.37517377734184265,2
0.12841091492776885,0.00482315112540193,0.0593900481540931,0.03790886891408856,0.0021634540671797943,0.0004847032955018408,8.619123942711389e-05,3.638158778125767e-05,0.3286930322647095,0.4147481918334961,0.36674004793167114,3
0.1381623071763917,0.008059100067159168,0.060362173038229376,0.03850414408874695,0.0008281954234814867,0.00021953768226642362,3.4262738561186037e-05,1.354862932142943e-05,0.3490981459617615,0.4665273427963257,0.3993593454360962,4
0.11745689655172414,0.006472491909385113,0.05711206896551724,0.03306206137964113,0.0002438627157291595,5.462699641518693e-05,9.016218513132064e-06,3.6662682552589398e-06,0.34952908754348755,0.466445654630661,0.3996112048625946,5
0.11201531833413118,0.008624820316243412,0.05169937769267592,0.02984280601054211,7.697793552445484e-05,1.8611836325586663e-05,2.9652335500370305e-06,1.184621042329834e-06,0.34581130743026733,0.46885302662849426,0.39804044365882874,6
0.09344192027432491,0.007722007722007721,0.04714959279897128,0.025582582392241655,9.05866666256895e-06,2.9140246700849992e-06,4.307065339129154e-07,1.6574333182095035e-07,0.33572688698768616,0.4764982759952545,0.3939136266708374,7
0.08333333333333333,0.005307050796057619,0.043939393939393945,0.022323322928398486,1.408940087074756e-06,3.992624733923896e-07,6.093963925431843e-08,2.3830556614312373e-08,0.33158791065216064,0.46749961376190186,0.38798558712005615,8
0.06288916562889166,0.003738317757009345,0.0348692403486924,0.016218939848639206,1.5147163244227584e-09,5.307851171788293e-10,1.6852398069984818e-10,5.3461868167915294e-11,0.3099963665008545,0.4878486394882202,0.37909945845603943,9
0.055523085914669784,0.0029239766081871348,0.031560490940970194,0.015287434466496597,1.0144681504187341e-10,2.734241323012449e-11,4.5188779419403724e-12,1.839346973941658e-12,0.3093940019607544,0.4843299388885498,0.3775840997695923,10
