rouge1_f,rouge2_f,rougeL_f,meteor,bleu1,bleu2,bleu3,bleu4,bertscore_precision,bertscore_recall,bertscore_f1,interaction_number
0.09114183307731695,0.014351614556637622,0.04505888376856119,0.028312940770221756,1.556152252720637e-05,5.664524873958658e-06,8.213051325107729e-07,3.1311281481973135e-07,0.35342633724212646,0.493374764919281,0.41183608770370483,1
0.11081322609472744,0.014311270125223614,0.05004468275245755,0.03158584303451008,3.116997332382556e-05,9.959463456061327e-06,3.7519253092016542e-06,1.938358508607269e-06,0.3617994487285614,0.5040442943572998,0.4212375283241272,2
0.09686609686609687,0.009775967413441956,0.04884004884004884,0.02780747526892145,1.2626860096772796e-05,4.21694758621376e-06,1.569686228560404e-06,8.060794836865116e-07,0.3586525022983551,0.5071493983268738,0.4201663136482239,3
0.0946441672780631,0.01027900146842878,0.04842259721203228,0.025251712934667225,5.953829893695298e-06,2.1995953379454882e-06,7.74292537822538e-07,3.866517438549128e-07,0.3609994649887085,0.5198453664779663,0.4260997772216797,4
0.08742075408742075,0.008013355592654424,0.044044044044044044,0.0237902993252206,1.489224337054004e-06,5.703509420981824e-07,1.9580094193410925e-07,9.655723953249689e-08,0.36103686690330505,0.5178436636924744,0.4254518151283264,5
0.07325013564839934,0.006514657980456026,0.037438958220293,0.02011837087982782,4.880539240510907e-08,1.7546621102776562e-08,4.8582493110231665e-09,1.4388645954026294e-09,0.3623444437980652,0.5259236097335815,0.4290720522403717,6
0.06415761555948471,0.007581501137225171,0.035362465269007326,0.018296922755653762,8.147248548762087e-09,3.072876910845251e-09,8.482051486289192e-10,2.50831251709883e-10,0.35786741971969604,0.5251687169075012,0.42566949129104614,7
0.07197436529455263,0.00789149198520345,0.035001232437761896,0.021202723982777345,8.154885263532977e-08,3.1877142892146584e-08,8.2044498527687e-09,2.3425006988273763e-09,0.3727969527244568,0.5286319255828857,0.4372444152832031,8
0.06014296278037959,0.006411837237977805,0.029578506285432588,0.018372421979798763,1.2465807749059272e-08,4.7739539629722455e-09,1.3007180209138893e-09,3.821330392771625e-10,0.36583611369132996,0.5299867391586304,0.43287193775177,9
0.06089525107930015,0.009092975676290067,0.03362872074528516,0.017887750883817884,7.240232864444705e-10,3.0697680573230495e-10,8.004877074107391e-11,2.300817067753152e-11,0.3561520576477051,0.5265224575996399,0.42489513754844666,10
