rouge1_f,rouge2_f,rougeL_f,meteor,bleu1,bleu2,bleu3,bleu4,bertscore_precision,bertscore_recall,bertscore_f1,interaction_number
0.31451612903225806,0.032520325203252036,0.14516129032258066,0.18896765867760681,0.2648648648648649,0.06571490609950131,0.028683065491798092,0.010670906790742708,0.4298969507217407,0.45702242851257324,0.44304490089416504,1
0.27296587926509186,0.036939313984168866,0.11548556430446194,0.1391971156364547,0.18801405881122013,0.04603804651384079,0.018170396854645124,0.006426273593646509,0.39736688137054443,0.4621394872665405,0.42731255292892456,2
0.24413145539906103,0.04245283018867924,0.11267605633802816,0.10436573061026018,0.12521866473655144,0.034027463938392795,0.012907705983877889,0.004475358254875986,0.37034547328948975,0.4629524350166321,0.4115031063556671,3
0.24844720496894407,0.033264033264033266,0.09937888198757763,0.10713913900188408,0.10122571825370955,0.02084869700376477,0.008548196755966853,0.0030810873489840996,0.361470103263855,0.4570271074771881,0.40367063879966736,4
0.23885918003565065,0.03220035778175313,0.09982174688057041,0.08452268836994621,0.06332758370675669,0.014188884405389018,0.005436206179397318,0.001894124128566136,0.3492911458015442,0.45938587188720703,0.3968442678451538,5
0.22335025380710657,0.03056027164685908,0.09137055837563451,0.07891962097746998,0.04489166046651095,0.012396773665785687,0.004448657085712884,0.001500144603839482,0.3415279984474182,0.4494083523750305,0.3881109654903412,6
0.2232704402515723,0.025236593059936908,0.09748427672955974,0.07292281987984811,0.03550934563540074,0.008005696989166077,0.0030734548559282864,0.0010719239463386318,0.3329506516456604,0.44326794147491455,0.3802700638771057,7
0.19425444596443228,0.019204389574759947,0.08755129958960328,0.06131949307500779,0.018827050634528216,0.0035229417198661614,0.0013988870122564325,0.0004961696189744379,0.3338881731033325,0.4477807879447937,0.3825371563434601,8
0.2010443864229765,0.023560209424083774,0.09138381201044388,0.06228147130623877,0.017769123401210167,0.004546008342357112,0.0020034020512407174,0.0006294679973297001,0.3421577215194702,0.4558139145374298,0.3908917307853699,9
0.1758793969849246,0.017632241813602016,0.0778894472361809,0.05152968317226201,0.007937453140994411,0.001242031291161305,0.0005319090495248911,0.00019593622942010893,0.3383098244667053,0.45529937744140625,0.3881815969944,10
0.17724550898203592,0.01680672268907563,0.07904191616766468,0.05017892421343975,0.009828769427960394,0.0017977041601195372,0.0007083901376992769,0.0002502893205901796,0.34669870138168335,0.4476196765899658,0.390747994184494,11
