dataset,profile_type,metric_a,metric_b,correlation,pvalue,confidence_interval
Movies_and_TV,preference_positive,meteor,hit_rate_at_1,0.03144652117996821,0.9312787191498654,"(-0.6102627104001302, 0.6482379965419237)"
Movies_and_TV,preference_positive,meteor,hit_rate_at_5,-0.5422614956400531,0.10537166857947194,"(-0.8736159905241201, 0.13265675125312593)"
Movies_and_TV,preference_positive,meteor,hit_rate_at_10,-0.347562505279558,0.3250848655004404,"(-0.8017403594954209, 0.3610807096187692)"
Movies_and_TV,preference_positive,meteor,ndcg_at_1,0.0,1.0,"(nan, nan)"
Movies_and_TV,preference_positive,meteor,ndcg_at_5,-0.5057642645149678,0.13585496677618233,"(-0.8611604827446588, 0.18173379756771935)"
Movies_and_TV,preference_positive,meteor,ndcg_at_10,-0.5057642645149678,0.13585496677618233,"(-0.8611604827446588, 0.18173379756771935)"
Movies_and_TV,preference_positive,meteor,true_positive,-0.3014762685901915,0.3972614902172562,"(-0.7825592218143927, 0.4050321826152588)"
Movies_and_TV,preference_positive,meteor,true_negative,0.035198608285147155,0.9230983682481454,"(-0.6078999523135494, 0.6504105303291311)"
Movies_and_TV,preference_positive,meteor,accuracy,-0.33188427882960386,0.3488233902393983,"(-0.7953184034907596, 0.37639459108225554)"
Movies_and_TV,preference_positive,bleu1,hit_rate_at_1,-0.38009645940311915,0.27860828838162705,"(-0.8147401772973963, 0.3280346841893744)"
Movies_and_TV,preference_positive,bleu1,hit_rate_at_5,-0.6217598423021933,0.054961794594724805,"(-0.8993226103879681, 0.012927119720483337)"
Movies_and_TV,preference_positive,bleu1,hit_rate_at_10,-0.4907283783440001,0.14982858663620008,"(-0.8559019511229289, 0.20100288876605932)"
Movies_and_TV,preference_positive,bleu1,ndcg_at_1,0.0,1.0,"(nan, nan)"
Movies_and_TV,preference_positive,bleu1,ndcg_at_5,-0.4104167863585309,0.23876759369171463,"(-0.8264744762058778, 0.2955936277271289)"
Movies_and_TV,preference_positive,bleu1,ndcg_at_10,-0.4104167863585309,0.23876759369171463,"(-0.8264744762058778, 0.2955936277271289)"
Movies_and_TV,preference_positive,bleu1,true_positive,-0.14827372326764993,0.6826884985826613,"(-0.7114784998556586, 0.5309174571923339)"
Movies_and_TV,preference_positive,bleu1,true_negative,-0.0007653773476265132,0.998325738032854,"(-0.6300880372347561, 0.6291641183037918)"
Movies_and_TV,preference_positive,bleu1,accuracy,-0.2528757252451197,0.4808706457815402,"(-0.7612913438848639, 0.4480950114988846)"
Movies_and_TV,preference_positive,rouge1_f,hit_rate_at_1,0.08810818994098163,0.8087526031963839,"(-0.5733233576811443, 0.6800107358616876)"
Movies_and_TV,preference_positive,rouge1_f,hit_rate_at_5,-0.5372640370747952,0.10926217756069409,"(-0.8719357697094233, 0.13957813682909398)"
Movies_and_TV,preference_positive,rouge1_f,hit_rate_at_10,-0.3663392905158509,0.2977966044034514,"(-0.8092959374861179, 0.3422231167153458)"
