rouge1_f,rouge2_f,rougeL_f,meteor,bleu1,bleu2,bleu3,bleu4,bertscore_precision,bertscore_recall,bertscore_f1,interaction_number
0.17638266068759342,0.020989505247376312,0.08968609865470852,0.07514123353015553,0.02838246425004959,0.012549270395807104,0.00500679593932431,0.002662960857732714,0.32954567670822144,0.42285141348838806,0.37041306495666504,1
0.13640389725420726,0.008873114463176575,0.06731620903454384,0.04425252790605091,0.0021836792981500346,0.000738827514830744,0.00024790274396697314,8.08497740056423e-05,0.3197815418243408,0.4587971568107605,0.3768787086009979,2
0.10005321979776478,0.009589770911028236,0.0532197977647685,0.030716723549488054,2.174693571114029e-05,8.107043430781627e-06,2.4854827673886132e-06,7.74851391255528e-07,0.3199930489063263,0.4846205711364746,0.3854650557041168,3
0.08251996450754215,0.006216696269982239,0.04614019520851819,0.025586920735635243,9.95160504990925e-07,3.5646243636830496e-07,5.141145442938632e-08,1.9549492535343292e-08,0.31236088275909424,0.48919686675071716,0.38127249479293823,4
0.0781010719754977,0.008429118773946361,0.04211332312404288,0.02284073481906875,1.2325235497033954e-07,4.077297090740084e-08,5.894742463157668e-09,2.2440723588352795e-09,0.31482160091400146,0.49791574478149414,0.3857448697090149,5
0.061829652996845424,0.007575757575757575,0.034700315457413256,0.017567078453708015,1.365350132339216e-09,5.530761529073107e-10,1.626765272313426e-10,4.967609066053409e-11,0.30612727999687195,0.49125543236732483,0.37720078229904175,6
0.06099706744868036,0.007042253521126761,0.03284457478005865,0.017529383440209656,6.884223788346694e-10,2.77895366352384e-10,3.6433735294694035e-11,1.3208266370609308e-11,0.3103208839893341,0.49852922558784485,0.38252830505371094,7
0.06973500697350069,0.00948925481440134,0.034588563458856345,0.018282654924848218,1.5573763148388382e-09,6.26851934757867e-10,2.1514759254219058e-10,1.0610912275834168e-10,0.31874263286590576,0.5066219568252563,0.39129865169525146,8
0.0576725025746653,0.00824317362184441,0.03089598352214212,0.014696665153774666,2.690100140317857e-11,1.1106770518282743e-11,3.104422593472886e-12,9.240772475193747e-13,0.310577929019928,0.5009832978248596,0.38344451785087585,9
0.051167411823149524,0.005964214711729622,0.0273224043715847,0.013502466292979139,2.3671016930628927e-12,9.688148184568737e-13,1.3006760287563597e-13,4.771870872151328e-14,0.3107367157936096,0.5043874979019165,0.38455909490585327,10
0.048769371011850506,0.006839945280437756,0.027347310847766638,0.012687782269746836,5.060889898351677e-13,2.1377817407179494e-13,2.794658682621608e-14,1.0116782262186277e-14,0.30771708488464355,0.5084933042526245,0.38341113924980164,11
0.04997845756139595,0.005172413793103448,0.025850926324859972,0.012841227118329322,1.868549515907301e-13,6.823979627262484e-14,9.194738710812191e-15,3.379157853363485e-15,0.30761992931365967,0.50852370262146,0.3833443820476532,12
0.043035993740219096,0.003913894324853229,0.025821596244131457,0.011597757134279258,1.2351902646904072e-14,4.6140755021740086e-15,6.2640104013732835e-16,2.310732689669588e-16,0.3116436302661896,0.5197192430496216,0.389642596244812,13
0.04095434905128687,0.003758691975192633,0.022919406349802746,0.010761539013109887,7.222274596076914e-16,2.5118313391453844e-16,3.4926581559062034e-17,1.303984462800186e-17,0.3056778311729431,0.5175108313560486,0.3843386173248291,14
0.039909149902660604,0.006491398896462187,0.022063595068137574,0.010617185296501967,2.953884100574166e-17,1.3071317295169954e-17,5.059383058005676e-18,2.3944872158912552e-18,0.314281165599823,0.5350919961929321,0.39598456025123596,15
0.03485172730051971,0.00489296636085627,0.01926016508712932,0.00877767589295953,3.1114305369138014e-21,1.2736280225822733e-21,4.554410327510807e-22,1.289599141906966e-22,0.3087309002876282,0.5437980890274048,0.39385703206062317,16
