rouge1_f,rouge2_f,rougeL_f,meteor,bleu1,bleu2,bleu3,bleu4,bertscore_precision,bertscore_recall,bertscore_f1,interaction_number
0.15873015873015872,0.0427807486631016,0.12698412698412698,0.09631490787269682,0.1076923076923077,0.007450603922533253,0.0030639044317708453,0.0019673476185365865,0.40773695707321167,0.35484081506729126,0.37945428490638733,1
0.16873449131513646,0.0199501246882793,0.09429280397022333,0.05830223880597015,0.07505512138979224,0.0036697511020599874,0.001343729060913852,0.0008139417477717544,0.3259340524673462,0.3539702594280243,0.3393740952014923,2
0.20085470085470086,0.030042918454935626,0.08974358974358973,0.05921945228389256,0.059378474082098,0.008413769491740462,0.0020386580992590108,0.0010044952940950682,0.32715535163879395,0.3570050001144409,0.3414290249347687,3
0.18702290076335878,0.030651340996168584,0.08396946564885495,0.05486525738260448,0.05148590991861856,0.006831908326506267,0.0016194065119205492,0.0007891530559654524,0.32576984167099,0.3561655580997467,0.34029027819633484,4
0.19430485762144056,0.033613445378151266,0.09715242881072028,0.05555822245109034,0.04608285002845159,0.010072904496942653,0.004211832273972155,0.0015328307272132594,0.3337763249874115,0.36866849660873413,0.3503558337688446,5
0.18670886075949367,0.019047619047619046,0.08544303797468354,0.05711815194761692,0.035588695687198565,0.006205652759413767,0.001278672044350782,0.0005809164723874263,0.3314983546733856,0.37626004219055176,0.3524637222290039,6
0.15577889447236182,0.010075566750629724,0.07788944723618091,0.03937007874015747,0.010248870017247296,0.00039662120220465113,0.00013430818403362385,7.822344607775016e-05,0.33330637216567993,0.3886670470237732,0.3588641583919525,7
0.1341719077568134,0.008403361344537815,0.0670859538784067,0.03194954640300254,0.002344758461788224,0.00041202387627612563,8.512025539877018e-05,3.872343566808001e-05,0.32206833362579346,0.3889996409416199,0.35238394141197205,8
0.137524557956778,0.009842519685039372,0.06483300589390963,0.02837648259150619,0.0018651329458655762,0.00022330873161634083,5.114493985549294e-05,2.449774979632644e-05,0.32890236377716064,0.3901353180408478,0.3569115698337555,9
0.1482176360225141,0.009398496240601505,0.06191369606003752,0.03172702783597725,0.000998447083895929,0.00010914106145878349,2.4251933835883464e-05,1.144273517509511e-05,0.32267776131629944,0.39084476232528687,0.35350504517555237,10
